<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.10.08	05:55:00	6324.933	6325.249	6324.333	6324.735	30	0	167
2021.10.08	05:56:00	6324.726	6325.951	6324.546	6325.426	30	0	167
2021.10.08	05:57:00	6325.619	6326.837	6325.619	6326.451	30	0	167
2021.10.08	05:58:00	6326.677	6327.974	6326.406	6327.520	30	0	167
2021.10.08	05:59:00	6327.329	6327.653	6326.535	6327.577	30	0	167
2021.10.08	06:00:00	6327.709	6328.818	6327.709	6328.359	30	0	167
2021.10.08	06:01:00	6328.719	6329.199	6328.121	6328.771	30	0	167
2021.10.08	06:02:00	6328.352	6328.385	6327.531	6327.762	30	0	167
2021.10.08	06:03:00	6327.526	6328.292	6327.386	6328.031	30	0	167
2021.10.08	06:04:00	6328.244	6328.569	6327.697	6327.697	30	0	167
2021.10.08	06:05:00	6327.979	6328.370	6327.520	6327.885	30	0	167
2021.10.08	06:06:00	6327.827	6327.827	6326.485	6326.936	30	0	167
2021.10.08	06:07:00	6327.182	6327.583	6326.727	6327.116	30	0	167
2021.10.08	06:08:00	6327.358	6328.530	6327.358	6328.108	30	0	167
2021.10.08	06:09:00	6328.033	6328.346	6327.136	6327.612	30	0	167
2021.10.08	06:10:00	6327.871	6328.679	6327.643	6328.394	30	0	167
2021.10.08	06:11:00	6328.248	6329.249	6328.248	6329.213	29	0	167
2021.10.08	06:12:00	6329.168	6329.717	6328.900	6329.015	30	0	167
2021.10.08	06:13:00	6328.895	6329.103	6327.889	6327.968	30	0	167
2021.10.08	06:14:00	6328.210	6328.656	6327.954	6328.509	30	0	167
2021.10.08	06:15:00	6328.458	6328.606	6327.776	6327.805	30	0	167
2021.10.08	06:16:00	6328.097	6329.011	6327.933	6329.011	30	0	167
2021.10.08	06:17:00	6328.790	6328.790	6327.748	6328.590	30	0	167
2021.10.08	06:18:00	6328.507	6329.363	6328.227	6329.199	30	0	167
2021.10.08	06:19:00	6329.273	6329.273	6327.567	6327.656	30	0	167
2021.10.08	06:20:00	6327.654	6327.654	6326.895	6326.895	30	0	167
2021.10.08	06:21:00	6326.594	6327.121	6325.991	6326.956	30	0	167
2021.10.08	06:22:00	6327.206	6327.428	6325.915	6325.915	30	0	167
2021.10.08	06:23:00	6326.215	6327.087	6326.160	6327.087	29	0	167
2021.10.08	06:24:00	6326.915	6327.501	6326.604	6327.494	29	0	167
2021.10.08	06:25:00	6327.490	6327.993	6327.013	6327.518	30	0	167
2021.10.08	06:26:00	6327.732	6327.732	6326.584	6327.446	30	0	167
2021.10.08	06:27:00	6327.228	6327.937	6326.574	6327.896	30	0	167
2021.10.08	06:28:00	6327.927	6327.927	6326.433	6326.909	30	0	167
2021.10.08	06:29:00	6326.873	6327.548	6326.360	6327.498	30	0	167
2021.10.08	06:30:00	6327.421	6327.756	6326.477	6326.789	30	0	167
2021.10.08	06:31:00	6326.796	6326.830	6325.748	6326.106	30	0	167
2021.10.08	06:32:00	6326.226	6326.419	6325.740	6326.007	30	0	167
2021.10.08	06:33:00	6326.108	6328.667	6325.901	6328.667	30	0	167
2021.10.08	06:34:00	6328.782	6330.081	6328.431	6330.081	30	0	167
2021.10.08	06:35:00	6330.287	6330.780	6330.180	6330.418	29	0	167
2021.10.08	06:36:00	6330.245	6330.646	6329.631	6330.468	30	0	167
2021.10.08	06:37:00	6330.510	6331.678	6329.561	6330.526	30	0	167
2021.10.08	06:38:00	6330.727	6331.008	6330.030	6331.008	30	0	167
2021.10.08	06:39:00	6331.064	6331.139	6330.241	6330.241	30	0	167
2021.10.08	06:40:00	6330.239	6330.749	6329.052	6329.390	30	0	167
2021.10.08	06:41:00	6329.322	6329.935	6328.839	6329.812	30	0	167
2021.10.08	06:42:00	6329.634	6330.500	6329.634	6330.416	30	0	167
2021.10.08	06:43:00	6330.432	6330.988	6329.891	6329.891	30	0	167
2021.10.08	06:44:00	6329.853	6329.981	6329.118	6329.224	30	0	167
2021.10.08	06:45:00	6329.164	6329.197	6328.475	6328.985	30	0	167
2021.10.08	06:46:00	6329.199	6329.377	6327.961	6329.019	29	0	167
2021.10.08	06:47:00	6329.021	6329.691	6328.403	6329.424	30	0	167
2021.10.08	06:48:00	6329.347	6329.487	6328.845	6329.206	30	0	167
2021.10.08	06:49:00	6329.076	6329.304	6328.122	6328.122	30	0	167
2021.10.08	06:50:00	6327.802	6328.214	6327.370	6328.123	30	0	167
2021.10.08	06:51:00	6328.182	6328.919	6327.750	6328.561	30	0	167
2021.10.08	06:52:00	6328.293	6328.783	6327.467	6327.554	30	0	167
2021.10.08	06:53:00	6327.677	6328.255	6327.309	6327.906	30	0	167
2021.10.08	06:54:00	6327.796	6328.339	6327.061	6327.287	29	0	167
2021.10.08	06:55:00	6327.304	6328.328	6326.831	6327.999	30	0	167
2021.10.08	06:56:00	6328.243	6328.331	6326.638	6327.041	30	0	167
2021.10.08	06:57:00	6327.274	6327.823	6327.178	6327.598	30	0	167
2021.10.08	06:58:00	6327.741	6328.017	6327.116	6327.116	30	0	167
2021.10.08	06:59:00	6327.151	6327.433	6326.451	6326.451	30	0	167
2021.10.08	07:00:00	6326.399	6326.634	6325.710	6326.456	30	0	167
2021.10.08	07:01:00	6326.479	6327.556	6325.686	6327.525	30	0	167
2021.10.08	07:02:00	6327.348	6327.458	6326.490	6327.439	30	0	167
2021.10.08	07:03:00	6327.314	6327.563	6326.892	6326.960	30	0	167
2021.10.08	07:04:00	6327.044	6327.403	6326.263	6326.457	30	0	167
2021.10.08	07:05:00	6326.382	6326.995	6326.088	6326.088	30	0	167
2021.10.08	07:06:00	6326.209	6326.288	6325.218	6325.539	30	0	167
2021.10.08	07:07:00	6325.716	6326.404	6325.443	6325.935	29	0	167
2021.10.08	07:08:00	6325.941	6326.316	6325.578	6325.943	30	0	167
2021.10.08	07:09:00	6325.920	6327.147	6325.920	6326.558	30	0	167
2021.10.08	07:10:00	6326.569	6327.758	6326.569	6327.342	30	0	167
2021.10.08	07:11:00	6327.542	6327.604	6326.914	6327.561	30	0	167
2021.10.08	07:12:00	6327.539	6327.670	6326.536	6327.609	30	0	167
2021.10.08	07:13:00	6327.826	6328.111	6326.843	6326.843	30	0	167
2021.10.08	07:14:00	6326.858	6327.771	6326.858	6327.203	30	0	167
2021.10.08	07:15:00	6327.008	6327.602	6326.811	6326.875	30	0	167
2021.10.08	07:16:00	6326.913	6327.137	6325.784	6325.784	30	0	167
2021.10.08	07:17:00	6326.001	6326.678	6325.431	6325.729	30	0	167
2021.10.08	07:18:00	6325.715	6325.859	6325.010	6325.149	30	0	167
2021.10.08	07:19:00	6325.316	6325.775	6325.316	6325.338	30	0	167
2021.10.08	07:20:00	6325.052	6325.514	6324.686	6325.286	30	0	167
2021.10.08	07:21:00	6325.337	6325.455	6324.352	6324.626	30	0	167
2021.10.08	07:22:00	6324.733	6325.026	6324.280	6324.833	30	0	167
2021.10.08	07:23:00	6324.905	6325.699	6324.287	6324.287	30	0	167
2021.10.08	07:24:00	6324.313	6325.246	6324.313	6324.833	30	0	167
2021.10.08	07:25:00	6324.780	6324.780	6323.485	6323.609	30	0	167
2021.10.08	07:26:00	6323.694	6324.851	6323.631	6324.851	29	0	167
2021.10.08	07:27:00	6324.600	6324.843	6323.329	6323.918	30	0	167
2021.10.08	07:28:00	6323.901	6323.901	6322.750	6322.750	30	0	167
2021.10.08	07:29:00	6322.753	6324.183	6322.632	6324.067	30	0	167
2021.10.08	07:30:00	6324.049	6324.108	6322.928	6323.036	30	0	167
2021.10.08	07:31:00	6322.941	6323.111	6321.627	6321.627	30	0	167
2021.10.08	07:32:00	6321.660	6321.993	6320.291	6320.291	29	0	167
2021.10.08	07:33:00	6320.593	6321.271	6320.384	6321.271	30	0	167
2021.10.08	07:34:00	6321.269	6321.900	6320.792	6321.900	30	0	167
2021.10.08	07:35:00	6321.885	6321.885	6320.881	6321.577	30	0	167
2021.10.08	07:36:00	6321.312	6322.184	6321.312	6321.426	30	0	167
2021.10.08	07:37:00	6321.590	6321.596	6320.465	6320.600	30	0	167
2021.10.08	07:38:00	6320.816	6320.912	6319.430	6319.513	30	0	167
2021.10.08	07:39:00	6319.637	6319.702	6318.602	6319.001	30	0	167
2021.10.08	07:40:00	6319.229	6320.078	6319.152	6320.078	30	0	167
2021.10.08	07:41:00	6320.226	6320.316	6319.326	6319.361	30	0	167
2021.10.08	07:42:00	6318.930	6319.695	6318.666	6319.695	30	0	167
2021.10.08	07:43:00	6319.744	6321.187	6319.744	6320.620	30	0	167
2021.10.08	07:44:00	6320.631	6321.120	6320.489	6320.888	30	0	167
2021.10.08	07:45:00	6321.015	6322.062	6321.015	6322.019	30	0	167
2021.10.08	07:46:00	6321.826	6322.017	6320.316	6320.771	30	0	167
2021.10.08	07:47:00	6320.767	6320.868	6319.934	6320.036	30	0	167
2021.10.08	07:48:00	6320.201	6321.310	6319.773	6320.842	30	0	167
2021.10.08	07:49:00	6320.607	6320.607	6319.463	6319.485	30	0	167
2021.10.08	07:50:00	6319.667	6320.058	6319.243	6319.707	30	0	167
2021.10.08	07:51:00	6319.424	6319.860	6319.231	6319.413	30	0	167
2021.10.08	07:52:00	6319.070	6319.987	6318.969	6319.987	30	0	167
2021.10.08	07:53:00	6319.900	6320.265	6318.832	6319.170	30	0	167
2021.10.08	07:54:00	6319.247	6319.370	6318.305	6318.760	30	0	167
2021.10.08	07:55:00	6318.736	6319.032	6317.902	6318.394	30	0	167
2021.10.08	07:56:00	6318.478	6319.218	6318.450	6318.912	30	0	167
2021.10.08	07:57:00	6318.945	6319.492	6318.708	6319.395	30	0	167
2021.10.08	07:58:00	6319.654	6320.360	6319.634	6320.313	30	0	167
2021.10.08	07:59:00	6320.314	6320.347	6318.959	6319.692	30	0	167
2021.10.08	08:00:00	6319.841	6320.597	6319.841	6320.493	30	0	167
2021.10.08	08:01:00	6320.346	6320.879	6320.050	6320.069	30	0	167
2021.10.08	08:02:00	6319.901	6321.303	6319.800	6321.146	30	0	167
2021.10.08	08:03:00	6321.161	6321.538	6320.331	6320.650	30	0	167
2021.10.08	08:04:00	6320.811	6323.054	6320.811	6323.054	30	0	167
2021.10.08	08:05:00	6322.978	6323.608	6322.716	6323.608	30	0	167
2021.10.08	08:06:00	6323.279	6324.670	6323.211	6324.376	30	0	167
2021.10.08	08:07:00	6324.406	6324.530	6323.032	6323.420	30	0	167
2021.10.08	08:08:00	6323.431	6323.539	6322.652	6323.539	30	0	167
2021.10.08	08:09:00	6323.624	6324.697	6323.372	6324.684	30	0	167
2021.10.08	08:10:00	6324.640	6325.409	6324.640	6325.026	30	0	167
2021.10.08	08:11:00	6325.032	6327.094	6325.032	6326.413	30	0	167
2021.10.08	08:12:00	6326.623	6326.623	6325.431	6325.431	30	0	167
2021.10.08	08:13:00	6325.568	6325.960	6325.174	6325.693	30	0	167
2021.10.08	08:14:00	6325.888	6327.012	6325.372	6326.837	30	0	167
2021.10.08	08:15:00	6326.867	6328.709	6326.812	6328.709	29	0	167
2021.10.08	08:16:00	6328.520	6328.584	6327.910	6328.392	30	0	167
2021.10.08	08:17:00	6328.205	6328.205	6326.698	6327.651	30	0	167
2021.10.08	08:18:00	6327.766	6328.339	6327.606	6327.968	30	0	167
2021.10.08	08:19:00	6328.079	6329.980	6328.020	6329.566	29	0	167
2021.10.08	08:20:00	6329.599	6329.599	6328.653	6328.843	29	0	167
2021.10.08	08:21:00	6328.642	6328.679	6327.437	6327.983	30	0	167
2021.10.08	08:22:00	6328.083	6328.127	6326.959	6327.780	30	0	167
2021.10.08	08:23:00	6327.783	6327.938	6326.773	6327.035	30	0	167
2021.10.08	08:24:00	6326.862	6326.926	6326.276	6326.602	30	0	167
2021.10.08	08:25:00	6326.372	6328.489	6326.291	6328.401	30	0	167
2021.10.08	08:26:00	6328.604	6328.737	6326.631	6327.032	30	0	167
2021.10.08	08:27:00	6327.101	6328.380	6326.968	6327.734	30	0	167
2021.10.08	08:28:00	6327.592	6327.618	6326.910	6327.005	30	0	167
2021.10.08	08:29:00	6327.076	6328.609	6327.076	6328.042	30	0	167
2021.10.08	08:30:00	6327.774	6328.433	6327.580	6327.855	30	0	167
2021.10.08	08:31:00	6327.869	6329.043	6327.447	6329.043	30	0	167
2021.10.08	08:32:00	6328.896	6330.390	6328.501	6330.390	30	0	167
2021.10.08	08:33:00	6330.448	6331.076	6330.114	6330.253	30	0	167
2021.10.08	08:34:00	6330.361	6330.361	6329.177	6329.302	30	0	167
2021.10.08	08:35:00	6329.280	6329.530	6328.166	6328.398	30	0	167
2021.10.08	08:36:00	6328.126	6328.172	6327.378	6327.472	30	0	167
2021.10.08	08:37:00	6327.549	6328.675	6327.457	6327.546	30	0	167
2021.10.08	08:38:00	6327.366	6327.558	6326.900	6327.523	30	0	167
2021.10.08	08:39:00	6327.316	6328.383	6327.316	6328.076	30	0	167
2021.10.08	08:40:00	6327.955	6328.019	6326.947	6327.436	30	0	167
2021.10.08	08:41:00	6327.416	6327.866	6326.857	6327.110	30	0	167
2021.10.08	08:42:00	6327.407	6327.407	6326.525	6327.035	30	0	167
2021.10.08	08:43:00	6327.077	6328.269	6327.077	6327.736	30	0	167
2021.10.08	08:44:00	6327.589	6327.589	6326.486	6327.517	30	0	167
2021.10.08	08:45:00	6327.263	6328.289	6327.007	6328.289	30	0	167
2021.10.08	08:46:00	6328.278	6329.171	6327.981	6327.981	29	0	167
2021.10.08	08:47:00	6327.819	6328.497	6327.262	6327.262	30	0	167
2021.10.08	08:48:00	6327.451	6327.993	6327.262	6327.650	30	0	167
2021.10.08	08:49:00	6327.825	6328.231	6327.576	6327.576	30	0	167
2021.10.08	08:50:00	6327.602	6328.174	6326.738	6326.738	30	0	167
2021.10.08	08:51:00	6326.736	6326.736	6324.667	6324.667	30	0	167
2021.10.08	08:52:00	6324.710	6324.846	6323.936	6324.123	30	0	167
2021.10.08	08:53:00	6323.932	6323.959	6323.095	6323.736	30	0	167
2021.10.08	08:54:00	6323.892	6325.209	6323.659	6324.774	30	0	167
2021.10.08	08:55:00	6325.129	6325.191	6324.723	6325.191	30	0	167
2021.10.08	08:56:00	6325.369	6325.656	6325.031	6325.031	30	0	167
2021.10.08	08:57:00	6325.049	6325.597	6324.836	6325.352	30	0	167
2021.10.08	08:58:00	6325.276	6325.390	6323.915	6324.001	30	0	167
2021.10.08	08:59:00	6323.814	6325.098	6323.814	6324.813	30	0	167
2021.10.08	09:00:00	6325.146	6325.669	6324.928	6325.207	30	0	167
2021.10.08	09:01:00	6325.206	6327.098	6325.206	6326.656	30	0	167
2021.10.08	09:02:00	6326.657	6327.389	6326.283	6326.294	30	0	167
2021.10.08	09:03:00	6326.169	6327.231	6326.169	6327.067	30	0	167
2021.10.08	09:04:00	6326.987	6326.987	6325.288	6325.288	30	0	167
2021.10.08	09:05:00	6325.478	6325.793	6324.452	6324.472	30	0	167
2021.10.08	09:06:00	6324.392	6325.331	6324.089	6324.413	30	0	167
2021.10.08	09:07:00	6324.522	6324.604	6323.651	6324.051	30	0	167
2021.10.08	09:08:00	6323.978	6324.125	6323.122	6323.122	30	0	167
2021.10.08	09:09:00	6323.351	6324.487	6323.117	6324.414	30	0	167
2021.10.08	09:10:00	6324.493	6324.818	6324.262	6324.554	29	0	167
2021.10.08	09:11:00	6324.601	6325.488	6324.392	6324.722	30	0	167
2021.10.08	09:12:00	6324.592	6324.804	6323.937	6324.294	30	0	167
2021.10.08	09:13:00	6324.344	6324.830	6323.822	6323.822	30	0	167
2021.10.08	09:14:00	6323.664	6323.782	6323.149	6323.628	30	0	167
2021.10.08	09:15:00	6323.425	6323.490	6322.865	6322.865	30	0	167
2021.10.08	09:16:00	6322.803	6323.408	6322.408	6323.134	30	0	167
2021.10.08	09:17:00	6323.186	6324.161	6323.186	6323.400	30	0	167
2021.10.08	09:18:00	6323.491	6323.619	6322.827	6323.253	30	0	167
2021.10.08	09:19:00	6323.209	6323.662	6322.946	6323.416	30	0	167
2021.10.08	09:20:00	6323.570	6325.180	6323.570	6324.857	30	0	167
2021.10.08	09:21:00	6324.792	6324.792	6323.360	6323.930	30	0	167
2021.10.08	09:22:00	6324.099	6325.823	6324.099	6324.852	30	0	167
2021.10.08	09:23:00	6324.736	6324.736	6323.862	6324.217	30	0	167
2021.10.08	09:24:00	6324.093	6324.607	6323.682	6323.886	30	0	167
2021.10.08	09:25:00	6323.620	6324.183	6323.296	6323.988	30	0	167
2021.10.08	09:26:00	6323.615	6325.182	6323.597	6325.182	30	0	167
2021.10.08	09:27:00	6325.200	6326.794	6325.200	6326.428	30	0	167
2021.10.08	09:28:00	6326.754	6327.472	6326.368	6327.309	30	0	167
2021.10.08	09:29:00	6327.316	6327.621	6327.009	6327.321	30	0	167
2021.10.08	09:30:00	6327.361	6328.128	6327.170	6327.233	30	0	167
2021.10.08	09:31:00	6327.265	6327.947	6326.995	6327.644	30	0	167
2021.10.08	09:32:00	6327.739	6328.374	6327.278	6327.486	30	0	167
2021.10.08	09:33:00	6327.473	6329.707	6327.282	6329.697	30	0	167
2021.10.08	09:34:00	6329.777	6330.499	6329.713	6329.948	30	0	167
2021.10.08	09:35:00	6329.979	6331.106	6329.869	6330.887	30	0	167
2021.10.08	09:36:00	6330.789	6331.448	6330.374	6330.410	30	0	167
2021.10.08	09:37:00	6330.290	6330.478	6329.207	6329.546	30	0	167
2021.10.08	09:38:00	6329.362	6329.746	6328.357	6329.746	30	0	167
2021.10.08	09:39:00	6329.715	6331.324	6329.715	6331.181	30	0	167
2021.10.08	09:40:00	6331.086	6332.134	6330.993	6332.134	30	0	167
2021.10.08	09:41:00	6332.084	6332.282	6331.089	6331.625	29	0	167
2021.10.08	09:42:00	6331.839	6333.299	6331.232	6333.240	30	0	167
2021.10.08	09:43:00	6332.851	6334.346	6332.851	6334.306	30	0	167
2021.10.08	09:44:00	6334.260	6334.307	6333.215	6334.307	30	0	167
2021.10.08	09:45:00	6334.238	6335.139	6333.685	6335.139	30	0	167
2021.10.08	09:46:00	6335.273	6335.421	6334.124	6335.421	30	0	167
2021.10.08	09:47:00	6335.288	6335.570	6334.440	6335.195	30	0	167
2021.10.08	09:48:00	6335.519	6336.384	6335.519	6335.728	30	0	167
2021.10.08	09:49:00	6335.958	6336.435	6335.129	6335.737	30	0	167
2021.10.08	09:50:00	6335.617	6337.266	6335.299	6337.266	30	0	167
2021.10.08	09:51:00	6337.203	6337.756	6336.845	6337.270	30	0	167
2021.10.08	09:52:00	6337.167	6337.911	6337.020	6337.020	30	0	167
2021.10.08	09:53:00	6336.952	6338.317	6336.952	6338.317	30	0	167
2021.10.08	09:54:00	6338.235	6338.557	6337.906	6338.001	30	0	167
2021.10.08	09:55:00	6337.952	6338.556	6337.453	6337.453	29	0	167
2021.10.08	09:56:00	6337.671	6337.733	6336.712	6337.133	30	0	167
2021.10.08	09:57:00	6337.076	6337.450	6336.716	6336.787	30	0	167
2021.10.08	09:58:00	6336.628	6338.139	6336.577	6337.531	30	0	167
2021.10.08	09:59:00	6337.646	6338.980	6337.561	6337.870	30	0	167
2021.10.08	10:00:00	6337.911	6339.066	6337.627	6338.509	30	0	167
2021.10.08	10:01:00	6338.448	6339.191	6338.425	6339.114	30	0	167
2021.10.08	10:02:00	6339.282	6340.365	6339.282	6339.570	30	0	167
2021.10.08	10:03:00	6339.584	6339.584	6338.119	6338.304	30	0	167
2021.10.08	10:04:00	6338.204	6338.351	6336.816	6336.953	30	0	167
2021.10.08	10:05:00	6336.848	6337.927	6336.738	6337.551	30	0	167
2021.10.08	10:06:00	6337.712	6339.396	6337.712	6339.396	30	0	167
2021.10.08	10:07:00	6339.935	6340.441	6339.091	6339.091	30	0	167
2021.10.08	10:08:00	6338.888	6339.453	6338.671	6338.671	30	0	167
2021.10.08	10:09:00	6338.725	6338.761	6337.701	6337.949	30	0	167
2021.10.08	10:10:00	6337.824	6338.227	6337.206	6337.232	30	0	167
2021.10.08	10:11:00	6337.550	6337.894	6337.188	6337.367	30	0	167
2021.10.08	10:12:00	6337.334	6337.511	6337.002	6337.115	30	0	167
2021.10.08	10:13:00	6337.142	6337.603	6336.294	6336.917	30	0	167
2021.10.08	10:14:00	6336.761	6337.329	6336.471	6337.292	30	0	167
2021.10.08	10:15:00	6337.448	6337.963	6336.707	6337.749	30	0	167
2021.10.08	10:16:00	6337.710	6338.210	6337.301	6337.799	30	0	167
2021.10.08	10:17:00	6337.629	6337.881	6337.138	6337.641	30	0	167
2021.10.08	10:18:00	6337.417	6337.784	6336.321	6337.158	30	0	167
2021.10.08	10:19:00	6337.368	6338.561	6337.368	6338.549	30	0	167
2021.10.08	10:20:00	6338.426	6339.356	6337.984	6337.984	30	0	167
2021.10.08	10:21:00	6337.831	6337.831	6336.757	6337.365	30	0	167
2021.10.08	10:22:00	6337.189	6338.163	6336.768	6337.884	30	0	167
2021.10.08	10:23:00	6337.754	6339.462	6337.754	6339.393	30	0	167
2021.10.08	10:24:00	6339.343	6340.100	6339.041	6339.871	30	0	167
2021.10.08	10:25:00	6340.040	6340.124	6337.762	6337.971	30	0	167
2021.10.08	10:26:00	6337.770	6337.960	6337.277	6337.623	30	0	167
2021.10.08	10:27:00	6337.394	6337.712	6336.680	6337.712	30	0	167
2021.10.08	10:28:00	6337.616	6337.616	6336.393	6337.101	30	0	167
2021.10.08	10:29:00	6337.146	6337.237	6335.646	6335.797	30	0	167
2021.10.08	10:30:00	6335.763	6336.322	6335.417	6336.315	30	0	167
2021.10.08	10:31:00	6336.306	6336.558	6335.650	6336.311	30	0	167
2021.10.08	10:32:00	6335.979	6336.301	6335.774	6335.834	30	0	167
2021.10.08	10:33:00	6336.067	6337.994	6336.067	6337.994	30	0	167
2021.10.08	10:34:00	6338.195	6338.590	6337.792	6338.256	30	0	167
2021.10.08	10:35:00	6338.235	6338.743	6337.796	6338.637	30	0	167
2021.10.08	10:36:00	6338.743	6340.283	6338.207	6340.283	30	0	167
2021.10.08	10:37:00	6340.396	6341.920	6340.396	6341.920	30	0	167
2021.10.08	10:38:00	6341.804	6342.416	6341.114	6342.355	30	0	167
2021.10.08	10:39:00	6342.138	6343.647	6341.985	6343.505	29	0	167
2021.10.08	10:40:00	6343.381	6344.576	6343.139	6344.325	30	0	167
2021.10.08	10:41:00	6344.508	6345.888	6344.277	6345.816	30	0	167
2021.10.08	10:42:00	6345.863	6345.959	6344.870	6345.179	30	0	167
2021.10.08	10:43:00	6345.059	6345.543	6344.838	6345.529	30	0	167
2021.10.08	10:44:00	6345.490	6345.993	6345.278	6345.666	30	0	167
2021.10.08	10:45:00	6345.454	6345.471	6344.007	6344.520	30	0	167
2021.10.08	10:46:00	6344.440	6344.951	6344.285	6344.951	30	0	167
2021.10.08	10:47:00	6345.060	6346.230	6344.677	6345.774	30	0	167
2021.10.08	10:48:00	6345.717	6346.052	6345.297	6345.892	29	0	167
2021.10.08	10:49:00	6346.020	6346.020	6344.600	6345.400	29	0	167
2021.10.08	10:50:00	6345.389	6346.427	6345.387	6346.380	30	0	167
2021.10.08	10:51:00	6346.519	6346.519	6345.403	6345.842	30	0	167
2021.10.08	10:52:00	6345.995	6346.803	6345.495	6346.652	30	0	167
2021.10.08	10:53:00	6346.555	6347.359	6346.284	6346.303	30	0	167
2021.10.08	10:54:00	6346.148	6346.650	6345.455	6345.484	30	0	167
2021.10.08	10:55:00	6345.422	6345.834	6345.059	6345.527	30	0	167
2021.10.08	10:56:00	6345.598	6345.831	6344.968	6345.345	30	0	167
2021.10.08	10:57:00	6345.812	6346.253	6345.212	6345.473	29	0	167
2021.10.08	10:58:00	6345.406	6345.413	6343.970	6344.261	30	0	167
2021.10.08	10:59:00	6344.434	6344.770	6342.996	6342.996	30	0	167
2021.10.08	11:00:00	6343.021	6343.418	6342.910	6343.371	30	0	167
2021.10.08	11:01:00	6343.395	6343.578	6342.634	6343.117	30	0	167
2021.10.08	11:02:00	6342.935	6343.116	6342.317	6342.471	30	0	167
2021.10.08	11:03:00	6342.207	6342.381	6341.178	6341.472	30	0	167
2021.10.08	11:04:00	6341.397	6341.768	6341.099	6341.377	30	0	167
2021.10.08	11:05:00	6341.325	6343.094	6341.325	6342.431	30	0	167
2021.10.08	11:06:00	6342.545	6342.654	6341.821	6341.821	30	0	167
2021.10.08	11:07:00	6341.537	6342.772	6341.531	6342.567	30	0	167
2021.10.08	11:08:00	6342.801	6344.691	6342.801	6344.555	29	0	167
2021.10.08	11:09:00	6344.467	6345.155	6344.293	6345.081	30	0	167
2021.10.08	11:10:00	6344.983	6345.078	6344.535	6344.793	30	0	167
2021.10.08	11:11:00	6344.656	6345.608	6344.060	6345.386	30	0	167
2021.10.08	11:12:00	6345.376	6346.166	6345.088	6346.166	30	0	167
2021.10.08	11:13:00	6345.950	6347.386	6345.538	6347.386	30	0	167
2021.10.08	11:14:00	6347.625	6347.877	6346.978	6347.256	30	0	167
2021.10.08	11:15:00	6347.309	6347.654	6347.024	6347.446	30	0	167
2021.10.08	11:16:00	6347.566	6348.109	6347.299	6347.779	30	0	167
2021.10.08	11:17:00	6347.690	6347.746	6347.008	6347.172	30	0	167
2021.10.08	11:18:00	6346.913	6347.296	6346.272	6346.272	29	0	167
2021.10.08	11:19:00	6346.053	6346.172	6345.391	6345.661	30	0	167
2021.10.08	11:20:00	6345.849	6346.673	6345.587	6346.227	30	0	167
2021.10.08	11:21:00	6346.202	6346.515	6345.694	6346.178	30	0	167
2021.10.08	11:22:00	6346.363	6346.363	6345.293	6345.293	30	0	167
2021.10.08	11:23:00	6345.103	6345.314	6343.762	6344.195	30	0	167
2021.10.08	11:24:00	6344.054	6345.777	6344.054	6345.202	30	0	167
2021.10.08	11:25:00	6345.259	6346.902	6345.146	6346.689	30	0	167
2021.10.08	11:26:00	6346.634	6347.612	6346.486	6347.370	30	0	167
2021.10.08	11:27:00	6347.275	6347.485	6346.875	6347.228	30	0	167
2021.10.08	11:28:00	6347.171	6347.729	6346.643	6346.643	30	0	167
2021.10.08	11:29:00	6346.468	6346.910	6345.871	6346.626	30	0	167
2021.10.08	11:30:00	6346.704	6346.970	6345.941	6345.941	30	0	167
2021.10.08	11:31:00	6346.081	6346.649	6345.835	6346.191	30	0	167
2021.10.08	11:32:00	6346.247	6346.247	6345.075	6345.928	30	0	167
2021.10.08	11:33:00	6346.359	6346.496	6345.639	6346.368	30	0	167
2021.10.08	11:34:00	6346.246	6347.054	6346.178	6346.179	30	0	167
2021.10.08	11:35:00	6346.066	6346.066	6343.927	6344.039	30	0	167
2021.10.08	11:36:00	6344.339	6345.101	6343.704	6343.812	30	0	167
2021.10.08	11:37:00	6343.831	6344.407	6343.166	6344.250	30	0	167
2021.10.08	11:38:00	6344.414	6345.731	6343.990	6344.965	30	0	167
2021.10.08	11:39:00	6344.874	6345.349	6344.675	6344.942	30	0	167
2021.10.08	11:40:00	6344.821	6344.821	6343.555	6343.817	30	0	167
2021.10.08	11:41:00	6343.814	6343.814	6343.221	6343.750	30	0	167
2021.10.08	11:42:00	6343.668	6344.166	6343.079	6343.737	30	0	167
2021.10.08	11:43:00	6343.695	6344.057	6341.554	6341.554	29	0	167
2021.10.08	11:44:00	6341.481	6341.636	6340.469	6340.469	30	0	167
2021.10.08	11:45:00	6340.724	6341.555	6340.724	6341.397	30	0	167
2021.10.08	11:46:00	6341.245	6341.546	6339.902	6340.008	30	0	167
2021.10.08	11:47:00	6340.006	6342.467	6340.006	6342.467	29	0	167
2021.10.08	11:48:00	6342.325	6342.325	6341.595	6341.595	30	0	167
2021.10.08	11:49:00	6341.644	6342.517	6341.379	6341.502	30	0	167
2021.10.08	11:50:00	6341.571	6341.931	6340.952	6340.952	30	0	167
2021.10.08	11:51:00	6340.940	6341.385	6340.501	6341.001	29	0	167
